,MS Zoning,Street,Alley,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Misc Feature,Sale Type,SalePrice,Exter Qual and Gr Liv Area
592,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,CBlock,4,1350.0,GasA,1334,1334,2,3,6,3,Attchd,1977.0,2,2.0,630.0,0,WD ,167900,4002
593,RL,Pave,0,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,3,CBlock,3,1144.0,GasA,1429,1429,1,4,7,4,Attchd,1960.0,1,2.0,572.0,0,WD ,181900,4287
594,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,PConc,4,1566.0,GasA,1566,1566,2,4,7,0,Attchd,2008.0,2,2.0,750.0,0,WD ,262500,6264
595,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,3,PConc,4,908.0,GasA,1316,2288,1,4,8,3,Attchd,1977.0,2,2.0,520.0,0,WD ,230000,6864
596,FV,Pave,0,Lvl,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,9,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,PConc,5,1698.0,GasA,1709,1709,2,4,5,3,Attchd,1999.0,3,2.0,506.0,0,CWD,328900,6836
597,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,PConc,4,1721.0,GasA,1721,1721,2,4,7,0,Attchd,2005.0,2,2.0,554.0,0,WD ,232698,6884
598,RL,Pave,0,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,PConc,4,1254.0,GasA,1254,1254,2,4,5,0,Attchd,2008.0,2,3.0,810.0,0,WD ,221800,5016
599,RL,Pave,0,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1.5Fin,5,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,576.0,GasA,864,1350,1,4,6,0,2Types,1973.0,1,3.0,627.0,0,WD ,152400,4050
600,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,PConc,4,1630.0,GasA,1630,1630,2,4,6,3,Attchd,2000.0,1,2.0,451.0,0,WD ,213000,6520
601,RL,Pave,0,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,4,PConc,4,784.0,GasA,831,1585,2,4,7,0,Attchd,2005.0,2,2.0,449.0,0,WD ,184900,6340
602,RL,Pave,0,Lvl,Corner,Crawfor,Norm,Norm,2fmCon,1Story,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,CBlock,3,1165.0,GasA,1336,1336,1,3,5,4,Attchd,1953.0,1,1.0,375.0,0,WD ,157000,4008
603,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,864.0,GasA,1211,1211,1,3,6,3,Detchd,1972.0,1,2.0,576.0,0,WD ,144000,3633
604,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,3,CBlock,4,1259.0,GasA,1353,1353,2,3,5,3,Attchd,1979.0,2,2.0,478.0,0,WD ,192350,4059
605,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,7,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,3,CBlock,3,1174.0,GasA,1200,1200,2,3,6,3,Attchd,1966.0,2,2.0,440.0,0,CWD,163500,3600
606,RL,Pave,0,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,PConc,4,1475.0,GasA,1532,2329,2,4,10,5,Attchd,1990.0,1,2.0,514.0,0,WD ,262280,6987
607,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,4,PConc,4,1536.0,GasA,1536,1536,2,4,7,0,Attchd,2002.0,2,2.0,532.0,0,WD ,214000,6144
608,RL,Pave,0,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,3,PConc,3,1073.0,GasA,1811,1811,1,5,6,4,Attchd,1956.0,3,2.0,470.0,0,WD ,230000,5433
609,RL,Pave,0,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,4,PConc,5,1063.0,GasA,1071,2172,2,4,9,4,Attchd,2006.0,2,3.0,947.0,0,New,280000,8688
610,C (all),Pave,0,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,4,1957,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1073.0,GasA,1073,1073,1,3,6,0,Detchd,1985.0,1,2.0,720.0,0,WD ,140000,3219
611,RL,Pave,0,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,3,CBlock,3,756.0,GasA,1051,1839,1,3,7,3,Attchd,1966.0,1,2.0,442.0,0,WD ,155000,5517
612,C (all),Pave,0,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,BrkTil,3,1020.0,GasA,1020,1020,1,2,5,0,0,1980.0,0,0.0,0.0,0,ConLD,64500,2040
613,RL,Pave,0,Lvl,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,4,PConc,4,946.0,GasA,964,1802,2,4,8,4,2Types,2000.0,2,4.0,1017.0,0,WD ,218000,7208
614,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,SLvl,5,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,3,CBlock,3,995.0,GasA,1009,1009,2,3,6,2,Detchd,1977.0,1,2.0,576.0,0,WD ,160000,3027
615,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1338.0,GasA,1338,1338,2,4,6,0,Attchd,2007.0,2,2.0,598.0,0,New,208900,5352
616,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,3,Slab,0,0.0,GasA,3820,3820,3,5,11,4,Attchd,1959.0,1,2.0,624.0,0,WD ,284700,11460
617,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,689.0,GasA,703,1392,2,4,5,0,Detchd,2007.0,1,2.0,540.0,0,WD ,146000,5568
618,RL,Pave,0,Lvl,Inside,Veenker,Norm,Norm,TwnhsE,1Story,8,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,PConc,4,1260.0,GasA,1288,1288,1,5,4,4,Attchd,1996.0,3,2.0,500.0,0,WD ,245500,5152
619,RM,Pave,0,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,6,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,992.0,GasA,1013,1013,1,3,6,0,Detchd,1926.0,1,1.0,160.0,0,WD ,113000,3039
620,RL,Pave,0,Lvl,FR3,NridgHt,Norm,Norm,1Fam,1Story,8,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,4,PConc,5,1782.0,GasA,1782,1782,2,4,7,4,Attchd,2004.0,3,3.0,932.0,0,WD ,296000,7128
621,RL,Pave,0,HLS,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,4,PConc,5,1922.0,GasA,1922,1922,2,4,8,4,Attchd,2005.0,3,3.0,676.0,0,WD ,377426,7688
622,RL,Pave,0,Lvl,FR2,NridgHt,Norm,Norm,1Fam,1Story,10,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,5,PConc,5,1700.0,GasA,1718,1718,2,5,7,4,Attchd,2008.0,3,3.0,786.0,0,WD ,337500,8590
623,RL,Pave,0,HLS,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,730.0,5,PConc,5,2492.0,GasA,2492,2492,2,5,8,5,Attchd,2004.0,3,3.0,949.0,0,WD ,552000,12460
624,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,2,624.0,GasA,624,936,1,3,5,0,Attchd,1948.0,1,1.0,265.0,0,WD ,97900,2808
625,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1218.0,GasA,1218,1218,2,4,4,0,Attchd,2009.0,3,2.0,676.0,0,New,208300,4872
626,RL,Pave,0,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,910.0,GasA,910,1820,2,4,8,3,Attchd,1996.0,1,3.0,816.0,0,WD ,213000,5460
627,RL,Pave,0,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,880.0,GasA,880,1724,2,4,8,0,Attchd,1998.0,3,2.0,527.0,0,WD ,188000,5172
628,RL,Pave,0,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,632.0,3,CBlock,3,1121.0,GasA,1336,1336,1,3,7,3,Attchd,1958.0,2,2.0,488.0,0,WD ,162000,4008
629,RM,Pave,0,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,910.0,GasA,910,1558,1,3,6,0,Attchd,1950.0,1,1.0,282.0,0,WD ,152000,4674
630,FV,Pave,0,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,991.0,GasA,991,1947,2,4,8,4,Attchd,2004.0,2,2.0,678.0,0,WD ,254900,7788
631,RL,Pave,0,Lvl,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,7,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,4,PConc,4,832.0,GasA,832,1657,2,4,6,0,Attchd,1994.0,2,2.0,483.0,Shed,WD ,189000,6628
632,RL,Pave,0,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,1Story,7,1978,1978,Hip,CompShg,Plywood,Plywood,BrkFace,383.0,4,CBlock,4,2048.0,GasA,2064,2064,2,4,7,2,Attchd,1978.0,3,2.0,550.0,0,WD ,235000,8256
633,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,2fmCon,1Story,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1164.0,GasW,1164,1164,1,3,5,0,Detchd,1950.0,1,1.0,240.0,0,ConLD,125000,3492
634,RL,Pave,0,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,1Story,7,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,CBlock,4,836.0,GasA,836,836,1,3,4,0,Attchd,1975.0,1,1.0,308.0,0,WD ,120000,2508
635,A (agr),Pave,0,Lvl,Inside,Mitchel,Artery,Norm,1Fam,1Story,1,1951,1951,Gable,CompShg,CBlock,VinylSd,None,0.0,3,CBlock,0,0.0,GasA,1600,1600,1,3,6,0,Attchd,1951.0,1,1.0,270.0,0,WD ,81500,4800
636,RL,Grvl,0,Lvl,Inside,Edwards,Norm,Norm,Duplex,SFoyer,6,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,3,CBlock,4,816.0,GasA,816,816,1,3,5,0,0,1980.0,0,0.0,0.0,0,WD ,118500,2448
637,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,9,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,5,PConc,5,1766.0,GasA,1766,1766,2,5,7,4,Attchd,2009.0,3,3.0,478.0,0,New,370878,8830
638,RH,Pave,0,HLS,Inside,Crawfor,Norm,Norm,Duplex,2Story,5,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1001.0,GasA,1001,2002,2,3,8,0,2Types,1949.0,1,3.0,871.0,0,WD ,145000,6006
639,RL,Pave,0,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,4,CBlock,3,798.0,GasA,1137,1954,1,4,8,3,Attchd,1939.0,1,2.0,431.0,0,WD ,311500,7816
640,RL,Pave,0,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,4,PConc,4,1220.0,GasA,1364,1364,2,4,6,4,Attchd,2006.0,3,2.0,437.0,0,New,210250,5456
641,RL,Pave,0,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,916.0,GasA,920,1861,2,4,8,0,BuiltIn,2002.0,2,2.0,492.0,0,WD ,200000,7444
642,RL,Pave,0,Lvl,Inside,Mitchel,Norm,Norm,Duplex,1.5Fin,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,0,0.0,GasA,1302,1734,2,4,8,0,Attchd,1977.0,1,2.0,539.0,0,COD,126000,5202
643,RL,Pave,0,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,4,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,BrkTil,2,405.0,GasA,717,1039,1,3,6,0,Detchd,1940.0,1,1.0,281.0,0,WD ,114000,4156
644,RM,Pave,0,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,BrkTil,2,677.0,GasA,833,1510,2,4,7,0,Detchd,1974.0,1,2.0,720.0,0,WD ,87500,6040
645,RL,Pave,0,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,8,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146.0,4,PConc,5,1149.0,GasA,1164,2541,3,5,10,4,BuiltIn,2005.0,3,3.0,729.0,0,WD ,349265,10164
646,RL,Pave,0,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,8,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,4,PConc,4,1512.0,GasA,1512,1512,2,4,6,0,Attchd,2004.0,2,3.0,845.0,0,WD ,203000,6048
647,RL,Pave,0,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1454.0,GasA,1434,1434,2,4,6,3,Attchd,2001.0,2,2.0,527.0,0,WD ,189000,5736
648,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,812.0,GasA,812,1653,2,4,6,0,Attchd,2003.0,2,2.0,628.0,0,WD ,209000,6612
649,RM,Pave,0,Lvl,Corner,OldTown,Artery,Norm,1Fam,2Story,6,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0.0,3,BrkTil,2,917.0,GasA,1090,2007,2,5,8,0,Detchd,1930.0,1,1.0,357.0,0,WD ,160000,6021
650,RL,Pave,0,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,1Story,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,3,CBlock,2,1037.0,GasA,1037,1037,1,3,5,0,Attchd,1974.0,2,2.0,431.0,0,WD ,129000,3111
651,RL,Pave,0,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,4,1389.0,GasA,1389,1389,1,3,6,3,Attchd,1975.0,2,2.0,418.0,0,WD ,170000,4167
652,RL,Pave,0,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,3,PConc,3,440.0,GasA,694,694,1,4,4,4,Detchd,1990.0,1,1.0,352.0,0,WD ,90350,2082
653,RL,Pave,0,Lvl,Corner,Edwards,Artery,Norm,1Fam,1.5Fin,6,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,572.0,Grav,572,1096,1,3,5,0,0,1980.0,0,0.0,0.0,0,WD ,79000,3288
654,RL,Pave,0,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,894.0,GasA,894,894,1,3,5,0,Attchd,1975.0,1,2.0,552.0,0,WD ,149900,2682
655,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,4,864.0,GasA,864,864,1,3,5,0,Detchd,1977.0,1,2.0,576.0,0,WD ,123000,2592
656,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,4,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,3,BrkTil,3,1095.0,GasW,1095,1774,2,3,8,0,2Types,1920.0,1,3.0,779.0,0,WD ,87000,5322
657,RL,Pave,0,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SLvl,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,3,1096.0,GasA,1118,1118,1,3,6,1,Attchd,1977.0,3,1.0,358.0,0,WD ,171000,3354
658,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,1032.0,GasA,1032,1252,1,3,6,0,Attchd,1950.0,1,1.0,288.0,0,WD ,119000,3756
659,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,CBlock,3,1148.0,GasA,1148,1148,1,3,6,0,Attchd,1959.0,1,1.0,672.0,0,WD ,132500,3444
660,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,8,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,3,PConc,3,588.0,GasA,833,1666,1,4,7,4,Detchd,1925.0,1,1.0,228.0,0,WD ,161000,4998
661,RL,Pave,0,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,9,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,4,PConc,4,1357.0,GasA,1366,1947,2,4,7,3,BuiltIn,2001.0,3,3.0,725.0,0,WD ,274000,7788
662,RL,Pave,0,Lvl,FR2,Sawyer,Feedr,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,912.0,GasA,912,912,1,3,5,2,Detchd,1974.0,1,1.0,336.0,0,WD ,125000,2736
663,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,5,1946,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,3,1195.0,GasA,1195,1195,2,3,8,0,0,1980.0,0,0.0,0.0,0,WD ,98500,3585
664,RL,Pave,0,Lvl,Corner,NoRidge,Norm,Norm,1Fam,1Story,8,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,4,PConc,4,1624.0,GasA,1624,1624,2,4,5,2,Attchd,1994.0,2,3.0,757.0,0,WD ,262000,6496
665,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,3,CBlock,3,914.0,GasA,914,914,1,3,5,0,Attchd,1979.0,1,2.0,444.0,0,WD ,134900,2742
666,RL,Pave,0,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,1350.0,GasA,1328,1328,1,3,5,4,Attchd,1959.0,2,1.0,308.0,0,WD ,170000,3984
667,RL,Pave,0,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,686.0,GasA,686,1461,1,3,6,4,Detchd,1926.0,1,1.0,225.0,0,WD ,135000,4383
668,RL,Pave,0,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,6,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,304.0,4,PConc,4,930.0,GasA,1364,2683,2,4,9,4,Attchd,1990.0,2,2.0,473.0,0,WD ,290000,10732
669,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,PConc,4,1246.0,GasA,1258,1258,2,4,6,0,Attchd,2007.0,2,2.0,462.0,0,New,173500,5032
670,RL,Pave,0,Bnk,Inside,Edwards,Norm,Norm,1Fam,2Story,5,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,896.0,GasA,1112,2008,3,5,8,0,Attchd,1948.0,1,1.0,230.0,0,WD ,225000,6024
671,RL,Pave,0,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,864.0,GasA,1187,1187,1,3,6,3,Attchd,1961.0,2,2.0,440.0,0,CWD,140500,3561
672,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,990.0,GasA,990,990,1,3,5,0,Attchd,1996.0,1,1.0,299.0,0,WD ,126000,2970
673,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,8,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,466.0,4,PConc,4,960.0,GasA,962,1586,2,4,7,0,Detchd,1999.0,1,2.0,480.0,0,WD ,170000,6344
674,RL,Pave,0,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,990.0,GasA,990,990,1,3,5,0,Attchd,1996.0,1,2.0,576.0,0,WD ,156000,2970
675,RL,Pave,0,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,5,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1484.0,GasA,1600,1600,1,3,6,4,Attchd,1957.0,2,1.0,319.0,0,WD ,207500,4800
676,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,896.0,GasA,896,1792,2,4,8,0,Attchd,2007.0,3,2.0,590.0,0,New,255000,7168
677,RM,Pave,0,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SLvl,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,CBlock,4,462.0,GasA,526,988,1,3,4,1,BuiltIn,1973.0,2,1.0,297.0,0,WD ,94900,2964
678,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,CBlock,3,1170.0,GasA,1170,1170,1,3,6,3,Attchd,1958.0,2,1.0,338.0,0,WD ,140000,3510
679,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,3,1905,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,738.0,GasA,714,1376,1,3,7,0,Detchd,1930.0,1,1.0,216.0,0,WD ,96900,4128
680,RL,Pave,0,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,3,CBlock,3,1154.0,GasA,1154,1154,1,3,6,1,Attchd,1966.0,2,2.0,480.0,0,WD ,154000,3462
681,RM,Pave,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,8,1910,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,BrkTil,3,725.0,GasA,909,1772,2,4,7,0,Detchd,1992.0,1,2.0,816.0,0,WD ,184900,7088
682,RL,Pave,0,Lvl,Inside,NridgHt,PosN,PosN,1Fam,1Story,10,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,5,PConc,5,2078.0,GasA,2084,2084,2,5,7,4,Attchd,2007.0,3,3.0,1220.0,0,New,385000,10420
683,RM,Pave,Grvl,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,951.0,GasA,951,951,1,3,6,0,Detchd,1936.0,1,1.0,327.0,0,WD ,106500,2853
684,RL,Pave,0,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,PConc,4,1455.0,GasA,1466,2687,2,4,10,3,BuiltIn,2000.0,2,3.0,810.0,0,WD ,327000,10748
685,RL,Pave,0,Lvl,Corner,Somerst,PosN,PosN,1Fam,1Story,9,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,198.0,5,PConc,5,2458.0,GasA,2490,2490,2,5,9,4,Attchd,2005.0,3,3.0,795.0,0,WD ,468000,12450
686,RM,Pave,0,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1204.0,GasA,1204,1666,1,3,4,0,Detchd,1927.0,1,1.0,384.0,0,WD ,135000,4998
